// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
9debf064(Chinatsu [Hamster] Sagae)->치나츠 [햄스터] 사가에
47cda5c8(Chiya [Lion] Sagae)->치야 [사자] 사가에
2a022913(Lianara [Ducky] Higgins)->리아나라 [더키] 히긴스
33eaac33(Adèle [Adèle] De Blois)->아델 [아델] 드 블루아
8393193e(Sofie [Enyo] Lewis)->소피 [엔요] 루이스
01e43e10(Joana [Aimée] de Weck)->조아나 [에이미] 데 베크
ddc51630(Saskia [Mummy] Ward)->사스키아 [머미] 워드
ef9149f7(Lili [Lili] Bell)->릴리 [벨] 벨
b369b9ed(Nancy [Nancy] Zubieta)->낸시 [낸시] 주비에타
a224d333(Leticia [Leti] Saenz)->레티시아 [레티] 사엔즈
22251453(Fenris [Sora] Sora)->펜리스 [소라] 소라
b8b5a4c1(Buffy [Buffy] Summers)->버피 [버피] 서머스
829ce9d6(Michelle [Misha] Wriedt)->미셸 [미샤] 브리트
f3084807(Rhel [Bob] Sage)->렐 [밥] 세이지
4cbe847d(Vivian [Anan] Zhang)->비비안 [아난] 장
cd8a0171(Ariana [Ari] Jackson)->아리아나 [아리] 잭슨
4cbb96c4(Jordan [Bubs] Nowak)->조던 [법스] 노바크
423eb357(Katyusha [Katya] Fyodorovych)->카츄샤 [카티야] 표도로비치
84c1dd98(Kelley [Chisk] Chisky)->켈리 [치스크] 치스키
ad04b694(Shinua [Shin] Asahi)->시누아 [신] 아사히
1931ce7b(Nicole [Colie] Unnerstall)->니콜 [콜리] 운너슈탈
9532ee5c(Charlotte [Zero] Haddad)->샬럿 [제로] 하다드
441ac61b(Gwynevere [Sol] Foley)->기네비어 [솔] 폴리
d7a92d5c(Lizzy [Tiny] Kekswalker)->리지 [타이니] 케크스워커
89739e46(Camille [Camille] Pascale)->카미유 [카미유] 파스칼
a8f65178(Charrisa [Cherry] Hollows)->차리사 [체리] 할로우스
9e984743(Kusnue [Gracie] Yang)->쿠스누에 [그레이시] 양
7605419b(Beau [Beau] Bear)->보 [보] 베어
d08fae9e(Seojeong [Sei] Lee)->서정 [세이] 이
46d4a0bf(Moira [Moira] Escorial)->모이라 [에스코리알] 에스코리알
34cffb78(Sophia [Sophie] Harrison)->소피아 [소피] 해리슨
78cf8e5c(Sarah [Tsuki] Rose)->사라 [츠키] 로즈
f3324c1f(Peyton [Pey] Rogers)->페이튼 [페이] 로저스
4aeab838(Farevell [Farevell] Lake)->페어벨 [페어벨] 레이크
d65d0a0b(Katrin [Kat] Svendsen)->카트린 [캣] 스벤센
4e84723f(Laurana [Rana] Aguilar)->라우라나 [라나] 아길라르
d0346aa9(Shuhan [Sun] Sun)->쉬한 [선] 선
1345f5de(Gian [Kagara] Kagara)->지안 [카가라] 카가라
c4d6756a(Pearson [Chappell] Chappell)->피어슨 [채플] 채플
c89bf273(Marie [Hough] Hough)->마리 [마리] 허프
e46b0368(Scarlet [Hyde] Hyde)->스칼렛 [스칼렛] 하이드
54e4ef5f(Karen [Kato] Lane)->카렌 [카토] 레인
5d7c2b25(Amalia [Amalia] Floro)->아말리아 [아말리아] 플로로
b4895f99(Ziwei [Tingting] He)->쯔웨이 [팅팅] 허
b336d982(Alanah [Laan] Bastiaanse)->알라나 [란] 바스티안스
9cd8a1bb(Kalinda [Kali] Armaita)->칼린다 [칼리] 아르마이타
8aba6a21(Tamryn [Stranger] Kleyn)->탐린 [스트레인저] 클레인
683ff041(Apolline [Po] Canivet)->아폴린 [포] 캐니벳
4b723915(Ray [Sherry] Shierter)->레이 [셰리] 시에터
19856439(Kin [Muldaur] Muldaur)->킨 [멀도어] 멀도어
5fca314b(Valerie [Valerie] Daleiden)->발레리 [달레이든] 달레이든
d410c8d0(Nat [Nat] Rutherford)->내트 [러더퍼드] 러더퍼드
1cb7cdfe(Seo [Damin] Damin)->서 [다민] 다민
ca734be5(Linda [Larky] Seiryu)->린다 [라키] 세이류
d22749bf(Tanya [Foxy] Ivanova)->타냐 [폭시] 이바노바
eb234f8e(Iroha [Iroha] Tamaki)->이로하 [이로하] 타마키
a367e7ea(Marillee [Marillee] Vemane)->마릴리 [베마네] 베마네
9a7f1c4e(Nicole [Nico] Ng)->니콜 [니코] 응
0d251866(Lyla [Ly] Stark)->라이라 [라이] 스타크
bb2b55cd(Hui-ae [Hui-ae] Cheon)->희애 [희애] 천
c5fb7256(Mariana [Mariana] Murphy)->마리아나 [머피] 머피
5628cf41(Lauren [Kitti] Cadman)->로렌 [키티] 캐드먼
6bcfd89c(Deirde [Witch] Dawson)->디어드러 [마녀] 도슨
d5356f37(Avalon [Ava] Marie)->아발론 [아바] 마리
ef2367f6(Melyn [Mel] Holmes)->멜린 [멜] 홈즈
900e5e85(Adalia [Adalia] Kalili)->아달리아 [칼릴리] 칼릴리
31036151(Sophia [Soap] Low)->소피아 [비누] 로우
19bed4a3(Ashley [Ash] Reedy)->애슐리 [애쉬] 리디
a4432a67(Amisha [Rose] Thorn)->아미샤 [장미] 쏜
b0255f2d(Alia [Alia] Kobayashi)->알리아 [알리아] 고바야시
3b7654c6(Ara [Ara] Yagami)->아라 [아라] 야가미
8ef8f34f(Ericka [Blast] Blast)->에리카 [블라스트] 블라스트
8d7c521a(Emiko [Emiko] Imai)->에미코 [에미코] 이마이
3cceb7fa(Ishca [Jean] Jean)->이쉬카 [장] 장
d882cb7b(Mary [Sapphire] Myers)->마리 [사파이어] 마이어스
1e17a551(Skylar [Skye] Barker)->스카일라 [스카이] 바커
e5f36090(Hannah [Happles] Appleton)->한나 [해플스] 애플턴
b83cf97a(Ashley [Ashley] Turner)->애슐리 [애슐리] 터너
865f2feb(Lyara [Lya] Allier)->리아라 [리아] 알리에
d14782d9(Isabel [Izzy] Fox)->이사벨 [이지] 폭스
32ef419a(Norwind [Loca] Snow)->노르윈드 [로카] 스노우
b6cb4a10(Perséphone [Seph] Walker)->페르세포네 [세프] 워커
7ae70dbf(Caterina [Cat] di Altamura)->카테리나 [캣] 디 알타무라
65cd797e(Emilia [Emily] Hayden)->에밀리아 [에밀리] 헤이든
d247f5c4(Kandis [Kandis] Patonis)->칸디스 [파토니스] 파토니스
9e1ed588(Leslie [Burke] Burke)->레슬리 [버크] 버크
a1636bfb(Kythera [Ky] Moonlight)->키테라 [키] 문라이트
65440b15(Carina [Carimyna] Gediga)->카리나 [카리미나] 게디가
f80e98c2(Azula [Azula] Nova)->아줄라 [아줄라] 노바
1aed567d(Zoey [Sora] Rae)->조이 [소라] 레이
f280888c(Aidan [Aidan] Malnove)->에이든 [에이든] 말노베
6e962aaf(Kendra [Kendra] Shivers)->켄드라 [켄드라] 시버스
106ab6fd(Eva [Nattsen] Demian)->에바 [낫센] 데미안
86019d24(Ansordia [Rosy] Mercia)->안소르디아 [로지] 머시아
f2b6796b(Emilia [Hemu] Blasten)->에밀리아 [헤무] 블라스텐
de1f2bf6(Zahra [Tremors] Vergis)->자흐라 [트레머스] 베르기스
fd9b2d54(Maki [Jaderborg] Jaderborg)->마키 [마키] 야데르보그
263436a7(Jacqueline [Jae] Huff)->재클린 [재] 허프
1d9f3969(Kalie [Kalie] Miller)->칼리 [칼리] 밀러
eb360e29(Helga [Helga] Rakel)->헬가 [헬가] 라켈
64197af5(Xiao [He] He)->샤오 [허] 허
d421254f(Hanh [Hanh] Wong)->한 [한] 웡
25df7400(Ayendez [Dezi] Hawke)->아옌데즈 [데지] 호크
b51511a2(Sabrina [Mausi] Janacki)->사브리나 [마우시] 야나츠키
9b14a844(Corelia [Queen] Sanctus)->코렐리아 [퀸] 상크투스
6c6f5750(Heather [Hevva] Hilleren)->헤더 [헤바] 힐레렌
a03562b4(Jennii [Jennii] Galaxy)->제니 [제니] 갤럭시
c7316979(Sariha [Sari] Hoshida)->사리하 [사리] 호시다
5bc7ed7c(Michelle [Michi] Tabares)->미셸 [미치] 타바레스
3b6e9b52(Narcli [Narc] Oros)->나르클리 [나르크] 오로스
899f2f49(Aitaru [Aitaru] Komon)->아이타루 [코몬] 코몬
25be68f8(Kaitlyn [Katie] Trail)->케이틀린 [케이티] 트레일
aab086e1(Danielle [Danni] McAcy)->다니엘 [다니] 맥에이시
04f87a19(Katlyn [Kay] Neville)->캐틀린 [케이] 네빌
9d17337a(Ariel [Ariel] Spear)->아리엘 [스피어] 스피어
10220f85(Tiftania [Kivy] Kivlin)->티프타니아 [키비] 키블린
39d3c0b5(Emily [Em] Ballance)->에밀리 [엠] 밸런스
903a1063(Monicca [Mic] Pierskalla)->모니카 [믹] 피어스칼라
edcae165(Jessica [Gessyca] Ascanio)->제시카 [게시카] 아스카니오
af76c53a(Adylina [Addie] Raley)->아딜리나 [아디] 레일리
c8a60de8(Cathy [Chatty] Dawson)->캐시 [채티] 도슨
f3be29f5(Jayden [Preacher] Jones)->제이든 [프리처] 존스
ebd09347(Morrigan [Morri] Stuart)->모리건 [모리] 스튜어트
d7b8fe3e(Isa [Isa] Helvig)->이사 [이사] 헬빅
5c4fab6a(Kristen [Kristen] Donah)->크리스틴 [도나] 도나
50a0bf63(Paige [Paige] Remde)->페이지 [페이지] 렘데
e93fcf59(Staci [Conner] Conner)->스테이시 [코너] 코너
a8936d10(Ritsuka [Ris] Lithiaz)->리츠카 [리스] 리티아즈
289e6c00(Shaira [Shaira] Carlin)->샤이라 [샤이라] 칼린
be7920cf(Estellise [Stella] Wilder)->에스텔리제 [스텔라] 와일더
fe8ed7e0(Amélie [Amie] Guay)->아멜리 [아미] 게이
dd5b923b(Thea [Bear] Kvamme)->테아 [곰] 크바메
257b5e16(Rachel [Honor] Petacat)->레이첼 [오너] 페타캣
2754356b(Alaina [Alaina] Dawson)->알레이나 [도슨] 도슨
75b16595(Maia [Pothier] Pothier)->마이아 [포티에] 포티에
6419c43e(Ciri [Ellie] Cintra)->시리 [엘리] 신트라
ccae9695(Skylar [Sky] Whistance)->스카일라 [스카이] 휘스턴스
5c898337(Corsotine [Corsi] Chang)->코르소틴 [코르시] 장
dbd40806(Teresa [Tee] Bone)->테레사 [티] 본
2acadf7b(Maria [Maria] Matthews)->마리아 [매튜스] 매튜스
85b08d27(Janelle [Jane] Lunarius)->자넬 [제인] 루나리우스
1565fab1(Ana-Andreea [Andrah] Pancencu)->아나-안드레아 [안드라] 판첸쿠
3c29b7f2(Hope [Briles] Briles)->호프 [호프] 브라일스
2cf8d944(Julia [Cosmine] Anderson)->줄리아 [코스민] 앤더슨
4ca94327(Rebecca [Pepsi] Newman)->레베카 [펩시] 뉴먼
004464a4(Lauryn [Lo] James)->로린 [로] 제임스
d40d1788(Indiana [Indi] McBride)->인디애나 [인디] 맥브라이드
8a4af2f1(Lucia [Lucia] Malikova)->루시아 [말리코바] 말리코바
4d81cc9b(Whisper [Kit] Kitsune)->위스퍼 [키트] 키츠네
21d97c50(Shizuka [Shizuka] Kitsuki)->시즈카 [키츠키] 키츠키
7720543c(Cassie [Muffin] Ball)->캐시 [머핀] 볼
c4f993cc(Emily [Em] Nguyen)->에밀리 [엠] 응우옌
ed287444(Dawn [Bubbles] Lundgren)->던 [버블스] 룬드그렌
16c6e651(Alicia [Allie] Butler)->알리시아 [앨리] 버틀러
77abc8b2(Jessie [Jessie] Carmain)->제시 [카메인] 카메인
89bd0aeb(Luca [Queen] Naii)->루카 [퀸] 나이
a33b5bdc(Ruby [Roo] Cunningham)->루비 [루] 커닝햄
d26c2db7(Annie [Annie] Benson)->애니 [애니] 벤슨
a7293bc6(Cherry [Cherry] Andrzej)->체리 [안제이] 안제이
60fcdb4f(Skye [Skye] Arkima)->스카이 [스카이] 아르키마
f9e235a0(Maay [Maay] Alber)->마이 [마이] 알베르
6fd93e16(Laura [Lolo] Rosenberg)->로라 [로로] 로젠버그
d177603a(Dew [Dew] Black)->듀 [듀] 블랙
88262ebe(Kathrine [Kat] Lothwyn)->캐스린 [캣] 로트윈
b42434ee(Rosemary [Rosie] Drake)->로즈마리 [로지] 드레이크
b95567c9(Tasha [Tobs] Ratzlaff)->타샤 [톱스] 라츨라프
9bfaf835(Bry [Brumbles] Lewis)->브라이 [브럼블스] 루이스
bbd5ec61(Allysa [Ally] Stavros)->앨리사 [앨리] 스타브로스
e0d19a22(Naomi [Nummy] Seratina)->나오미 [너미] 세라티나
f88e4147(Kalli [Kalli] Davale)->칼리 [칼리] 다베일
8233eb48(Makenna [McCarthy] McCarthy)->마케나 [마케나] 맥카시
e283be5c(Ashleigh [Ash] Caldwell)->애슐리 [애쉬] 콜드웰
03f5402b(Myka [Myka] Wynne)->미카 [미카] 윈
7a9f8407(Taiga [Taiga] Aisaka)->타이가 [타이가] 아이사카
b2c754ed(Kristin [Susie] Brown)->크리스틴 [수지] 브라운
c0f8f943(Esther [Pepper] Russo)->에스테르 [페퍼] 루소
6ada2e03(Ella [Omi] Skudder)->엘라 [오미] 스커더
8ab1a3b8(Hallie [Hallie] McNamara)->할리 [할리] 맥나마라
afe8ce30(Selena [Angelus] Anais)->셀레나 [안젤루스] 아나이스
48f63a59(Cottery [Cottery] Vinter)->코트리 [코트리] 빈터
82544823(Morgan [Morg] Salisbury)->모건 [모르그] 솔즈베리
101976da(Laila [Foxy] Kumaki)->라일라 [폭시] 쿠마키
eea2c244(Layla [Layla] Kelman)->레일라 [레일라] 켈만
ecc8b59a(Jennifer [Candy] Rymer)->제니퍼 [캔디] 라이머
896b28e3(Joanna [JoJo] Parker)->조안나 [조조] 파커
da910c92(Anna [Mesa] Anri)->안나 [메사] 안리
a05fbf40(Sarah [Shorty] Short-Nieves)->사라 [쇼티] 쇼트-니에베스
c441d14b(Taylor [Tayz] Zelion)->테일러 [테이즈] 제리온
2918fcb6(Jessica [Jazz] Fawkes)->제시카 [재즈] 포크스
fe6c467c(Cassandra [Cassie] Craig)->카산드라 [캐시] 크레이그
39aecd53(Mokou [Mokotan] Fujiwara)->모코우 [모코탄] 후지와라
6ede91b1(Lisbeth [Lasse] Orberg)->리즈벳 [라세] 오르베리
d950b4d8(Andrea [Dre] Banks)->안드레아 [드레] 뱅크스
bdccf5e0(Ashley [Ash] Meister)->애슐리 [애쉬] 마이스터
b3b4121c(Rosillo [Chiito] Castro)->로시요 [치이토] 카스트로
5668c7ad(Olena [Alona] Yatsyshyn)->올레나 [알로나] 야치신
277b0f28(Manuela [Silence] Boehme)->마누엘라 [사일런스] 뵈메
393153da(Elaine [Nug] Pudge)->일레인 [너그] 퍼지
76e71732(Archie [Toast] Carter)->아치 [토스트] 카터
ebbc50de(Anshe [Anshe] Chung)->안셰 [안셰] 정
aab64024(Rilenia [Ril] Devyin)->릴레니아 [릴] 데빈
d9763b6f(Raven [Rae] Razor)->레이븐 [레이] 레이저
4bbec443(Venka [Venka] Ventego)->벤카 [벤카] 벤테고
58ff0603(Isla [Adams] Adams)->이슬라 [아담스] 아담스
b02343c2(Natalissia [Natal] Fenix)->나탈리시아 [나탈] 페닉스
4e3f201b(Djurana [Djura] Arnoux)->쥬라나 [쥬라] 아르누
9e06de57(Michelle [Mish] Kuan)->미셸 [미쉬] 콴
d1b094a3(Sara [Kitty] Leen)->사라 [키티] 린
3ac228c0(Teelina [Tee] Von Teich)->티엘리나 [티] 폰 타이히
4c890a97(Janine [Yumi] Nobuka)->재닌 [유미] 노부카
145d94cd(Leita [Knight] Knight)->레이타 [나이트] 나이트
e2006c79(Zyla [Zy] Hunter)->자일라 [지] 헌터
0e8bd46c(Alexsis [Waffles] Magee)->알렉시스 [와플스] 매기
e8454448(Maria [Manju] Manning)->마리아 [만주] 매닝
0bb4d217(Jiaqi [Thirteen] Liu)->자치 [써틴] 류
e28afc1e(Dorota [Dotka] Jakubowska)->도로타 [도트카] 야쿠보프스카
c96bb659(Anna [Catfish] Noskova)->안나 [메기] 노스코바
0b4a01c2(Jade [Jade] Hunter)->제이드 [제이드] 헌터
195dbb9c(Sydney [Maris] Estrada)->시드니 [마리스] 에스트라다
03987e7a(Ingrid [Blonde] Blonde)->잉그리드 [잉그리드] 블론드
4fecbd15(Chaoyi [Yang] Yang)->차오이 [양] 양
fd461063(Ren [Vent] Vent)->렌 [벤트] 벤트
b32eb03c(Lily [Lily] Lowe)->릴리 [릴리] 로
3d8658b8(Alana [Toucan] Turing)->알라나 [투칸] 튜링
f5a3540a(Ari [Night] Yeager)->아리 [나이트] 예거
455ba5d7(Jennasis [Jenna] Sparrow)->제나시스 [제나] 스패로우
1d86394f(Sarah-Jane [Sarah] Rivera)->사라-제인 [사라] 리베라
f7ebdcbd(Becci [Becs] Peverill)->베키 [벡스] 페버릴
14142e03(Erica [Gypsy] Pope)->에리카 [집시] 포프
846d43f1(Lucille [Lucy] Aalto)->루실 [루시] 알토
4f934d00(Florence [Flo] Vallée)->플로렌스 [플로] 발리
6157c049(Cori [Cori] Phillips)->코리 [코리] 필립스
785b0d14(Carrie [Tackles] Patterson)->캐리 [태클스] 패터슨
5e613ffb(Nina [Apolyov] Apolyov)->니나 [아폴리오프] 아폴리오프
06cddeda(Violet [Violet] Ciel)->바이올렛 [바이올렛] 시엘
29569cf2(Runhua [Cicada] Tang)->룬화 [매미] 탕
88b728c8(Annabella [Bella] Burkhart)->아나벨라 [벨라] 버크하트
bee6c155(Celine [Cel] Flora)->셀린 [셀] 플로라
fd44d79f(Victoria [Nian] Tornkvist)->빅토리아 [니안] 토른크비스트
aaafa71c(Yuuki [Chibi] Loli)->유우키 [치비] 로리
35cc6d1e(Naithia [Porco] Porco)->나이시아 [나이시아] 포르코
4dabbbee(Luma [Lulu] Odat)->루마 [룰루] 오닷
2f5c186e(Yue [Moon] Ren)->위에 [문] 렌
43d18352(Star [Star] Snyder)->스타 [스타] 스나이더
a0aed775(Juliya [Rayne] Rayne)->줄리야 [줄리야] 레인
28651500(Heather [Cupcake] Raymond)->헤더 [컵케이크] 레이먼드
f148d12d(Arnica [Nickie] Brisenoix)->아르니카 [니키] 브리세누아
4f9dfadd(Viana [Viana] Bendel)->비아나 [벤델] 벤델
a84a40b4(Em [Wong] Wong)->엠 [엠] 웡
94408a69(Jenna [JennaLou] Sharp)->제나 [제나루] 샤프
1f74da94(Sheng [Monica] Wang)->성 [모니카] 왕
88e6d8ca(Sally [Salad] Barry)->샐리 [샐러드] 배리
76f927f5(Faith [Shy] Summers)->페이스 [샤이] 서머스
d0c48799(Valentina [Bodenstein] Bodenstein)->발렌티나 [보덴슈타인] 보덴슈타인
c3f5400a(Dallas [Sophie] Starkin)->달라스 [소피] 스타킨
0e77e691(Kora [Kisne] Kisne)->코라 [키스네] 키스네
fc63b156(Sholanda [Sholanda] Dykes)->숄란다 [다이크스] 다이크스
6c21deb2(Alejandra [Ale] Galvan)->알레한드라 [알레] 갈반
d210118f(Astrid [Astrid] Ashthroat)->아스트리드 [아스트리드] 애쉬스로트
2f3610e9(Ryane [Rya] Walsh)->라이언 [리야] 월시
0724bf2b(Angela [Casteel] Casteel)->안젤라 [카스틸] 카스틸
320d7ce6(Nenyadina [Yadi] Naaji)->네냐디나 [야디] 나아지
bf546ae2(Jiang [Xiaolei] Xiaolei)->장 [샤오레이] 샤오레이
895ef82b(Juniper [Juniper] Aeron)->주니퍼 [주니퍼] 에어론
2ea76193(Alexandra [Alex] Politi)->알렉산드라 [알렉스] 폴리티
a32fee2c(Xinwei [Tongtong] Xie)->신웨이 [퉁퉁] 셰
b91a0a84(Lola [Weatherwax] Weatherwax)->롤라 [롤라] 웨더왁스
6ccdc0a6(Eleanor [Elly] Lightspring)->엘리노어 [엘리] 라이트스프링
b431fc7c(Kayley [Kayley] Mason)->케일리 [메이슨] 메이슨
498a41b5(Purate [Storm] La Veries)->퓨레이트 [스톰] 라 베리즈
c45b1d89(Rainoa [Mew] Mew)->레이노아 [뮤] 뮤
aa7086c1(Reagan [Tulyr] Vixen)->레이건 [툴리르] 빅슨
378f01cd(Sara [Rose] Rose)->사라 [로즈] 로즈
21e41dcf(Sirilla [Steel] Von Pyrro)->시릴라 [스틸] 폰 파이로
a5d9c429(Anne-Marie [Anne-Marie] Le Miere)->앤-마리 [앤-마리] 르 미에르
5c0d5c65(Lynnette [Lyn] Weskier)->린네트 [린] 웨스키어
daeaeee8(Daye [Daye] Gilharno)->다예 [다예] 길하르노
434f5bab(Edith [Edith] Finch)->이디스 [이디스] 핀치
4bc5b154(Artelia [Art] Bloodsworn)->아르텔리아 [아트] 블러드스워른
230a4ccd(Aurora [Crimson] Rosabella)->오로라 [크림슨] 로사벨라
fd06dded(Tatiana [Diva] DaSouza)->타티아나 [디바] 다소우자
41d48bf7(Taryn [Taryn] Yum)->타린 [염] 염
b032bdb5(Gemma [Gem] Cannon)->젬마 [젬] 캐넌
1d834646(Anna [Solace] Young)->안나 [솔레이스] 영
e62a0836(Lauren [Kitten] Darkmore)->로렌 [키튼] 다크모어
d08d77f0(Jade [Corbett] Spencer)->제이드 [코벳] 스펜서
b298532f(Sevoria [Zahra] Zahra)->세보리아 [세보리아] 자흐라
9fff1549(Margaret [Nearl] Nearl)->마가렛 [니어] 니어
071d639b(Dorothy [Dorrie] Costello)->도로시 [도리] 코스텔로
525d15d3(Aurora [Rora] Tucker)->오로라 [로라] 터커
9094be39(Hua [Huabuka] Springfield)->화 [화부카] 스프링필드
01e84b6b(Liesl [Weezy] Merriweather)->리즐 [위지] 메리웨더
99449f05(Tora [Vamp] Nakamura)->토라 [뱀프] 나카무라
75b4c235(Sivolska [Siska] Vsadnik)->시볼스카 [시스카] 브사드니크
877909a0(Nikki [Nikki] Avagnar)->니키 [니키] 아바그나르
8a86e216(Cassandra [Pandora] Fox)->카산드라 [판도라] 폭스
4c2ebf85(Daria [Violet] Darc)->다리아 [바이올렛] 다르크
5293c57f(Klaudia [Kajdua] Pawlak)->클라우디아 [카이두아] 파블라크
90571d14(Marie-Eve [Dodo] Nepveu)->마리-이브 [도도] 넵브
e5c83aba(Isabelle [Minty] Drinkwater)->이사벨 [민티] 드링크워터
7e134667(Harmony [Kagutsuchi] Kagutsuchi)->하모니 [카구츠치] 카구츠치
ac7f1398(Phadia [Phadia] Haynes)->파디아 [파디아] 헤인스
d5009822(Elizabeth [Beth] Rennie)->엘리자베스 [베스] 레니
9cceb9c2(Talia [Dias] Dias)->탈리아 [디아스] 디아스
99f4ff62(Lacey [Babygirl] Lea)->레이시 [베이비걸] 레아
16311864(Monica [Momo] Crimson)->모니카 [모모] 크림슨
881cabf5(Alaina [Honey] Fridegotto)->알레이나 [허니] 프리데고토
b2061afc(Faye [Spirit] Lacroix)->페이 [스피릿] 라크루아
50172b74(Vera [Yve] Nue)->베라 [이브] 누에
82dbb3e7(Lilith [McCoy] McCoy)->릴리스 [맥코이] 맥코이
d7b5d92c(Theresa [Thesa] Spees)->테레사 [테사] 스피스
f7d00f5e(Léoraniel [Leora] Lanthiriel)->레오라니엘 [레오라] 란티리엘
511da094(Raeletta [Rae] Delqit)->라엘레타 [레이] 델키트
a074eb20(Juliet [Jules] Knight)->줄리엣 [줄스] 나이트
e648ad98(Shauna [Shauna] Youngberg)->쇼나 [쇼나] 영버그
7bd23b75(Sarah [Chara] Tate)->사라 [차라] 테이트
dd71db8c(Briamah [Briah] Roberts)->브리아마 [브리아] 로버츠
a9e188cc(Celeste [Celeste] Laverty)->셀레스트 [셀레스트] 래버티
1d7ae948(Abigail [Abby] Price)->애비게일 [애비] 프라이스
1a398165(Kaitlyn [Acorn] Aitken)->케이틀린 [도토리] 에이트켄
e3237ae0(Christina [Mooneye] Eulenbach)->크리스티나 [문아이] 오일렌바흐
7d19910e(Grace [Lion] ElRayes)->그레이스 [사자] 엘라예스
c7fd3803(Hibiki [Tatebayashi] Tatebayashi)->히비키 [타테바야시] 타테바야시
495988bd(Zhang [Zhangxuan] Xuan)->장 [장쉬안] 쉬안
b88b97fd(Akira [Akira] Kamiya)->아키라 [아키라] 카미야
957f558e(Cynthia [Cindy] Amalthea)->신시아 [신디] 아말테아
9f507e5a(Ema [Clarke] Clarke)->에마 [클라크] 클라크
5d48b1f2(Annabeth [Beth] Velvore)->아나베스 [베스] 벨보어
39db59a6(Laura [Tomo] Kitteh)->라우라 [토모] 키테
fe8aa0e6(Carrie [Owlie] Slonaker)->캐리 [아울리] 슬로네이커
3ce81c71(Hong [Xiaohong] Xiao)->홍 [샤오훙] 샤오
0ac25cde(Astros [Mirra] Thrains)->아스트로스 [미라] 트레인스
8aac06ef(Corrinne [Pixi] Stark)->코린느 [픽시] 스타크
249ac67f(Caroline [Fish] Cranston)->캐롤라인 [피쉬] 크랜스턴
b67158fb(Ophelia [Ophelia] Dimitrescu)->오필리아 [디미트레스쿠] 디미트레스쿠
dc32833c(Larissa [Lari] Sperry)->라리사 [라리] 스페리
760a9873(Jaclyn [Jaclyn] Rosa)->재클린 [재클린] 로사
375e3052(Gahyeon [Lee] Lee)->가현 [가현] 이
45172a50(Alice [Alice] Knowledge)->앨리스 [놀리지] 놀리지
b2f9fb24(Zoey [Zozo] Amon)->조이 [조조] 아몬
fa9660e9(Pathia [Pathia] Tawner)->파티아 [타우너] 타우너
9d770a93(Kali [Ryorai] Ryorai)->칼리 [료라이] 료라이
21660971(Jo [Queen] Goddess)->조 [퀸] 가데스
4995a2d9(Xena [Kanze] Kanze)->제나 [제나] 칸제
a0b50096(Caroline [Cap] Hardin)->캐롤라인 [캡] 하딘
63fb5494(Tanya [Tanya] Sapien)->타냐 [사피엔] 사피엔
b3867dad(Beka [Pham] Pham)->베카 [베카] 팜
69194985(Rhea [Rhea] Alexandra)->레아 [레아] 알렉산드라
18f55ffe(Amelia [Amelia] Bucks)->아멜리아 [아멜리아] 벅스
f0accecd(Lauren [Mieko] Fujishima)->로렌 [미에코] 후지시마
b02106b6(Audrey [Audrey] Brock)->오드리 [오드리] 브록
3d0b5a42(Tierna [Tierna] Iomlan)->티에르나 [티에르나] 이올란
00dd8483(Xizi [Xizi] Tongsheng)->시쯔 [시쯔] 퉁성
e7bd7ad3(Alexis [Cheynas] Cheynas)->알렉시스 [체이나스] 체이나스
c533f15b(Samantha [Sam] Quam)->사만다 [샘] 쿠암
a9edf738(Melody [Bex] Kurasai)->멜로디 [벡스] 쿠라사이
296d845d(Elisabeth [Liz] Small)->엘리자베스 [리즈] 스몰
3043bcfe(Kelly [Kelly] Watters)->켈리 [켈리] 워터스
d703a930(Billie [Swanni] Swanson)->빌리 [스와니] 스완슨
